Domain,Area,Element,Months,Year,Unit,Value
"Temperature change","Estonia","Temperature change","December","2008","°C","3.231"
"Temperature change","Estonia","Temperature change","December","2009","°C","-0.746"
"Temperature change","Estonia","Temperature change","December","2010","°C","-4.238"
"Temperature change","Estonia","Temperature change","December","2011","°C","5.19"
"Temperature change","Estonia","Temperature change","December","2012","°C","-2.763"
"Temperature change","Estonia","Temperature change","December","2013","°C","4.841"
"Temperature change","Finland","Temperature change","January","2000","°C","3.592"
"Temperature change","Finland","Temperature change","January","2001","°C","5.609"
"Temperature change","Finland","Temperature change","January","2002","°C","1.92"
"Temperature change","Finland","Temperature change","January","2003","°C","-4.166"
"Temperature change","Finland","Temperature change","January","2004","°C","0.633"
"Temperature change","Finland","Temperature change","January","2005","°C","5.616"
"Temperature change","Finland","Temperature change","January","2006","°C","2.986"
"Temperature change","Finland","Temperature change","January","2007","°C","2.972"
"Temperature change","Finland","Temperature change","January","2008","°C","5.97"
"Temperature change","Finland","Temperature change","January","2009","°C","2.858"
"Temperature change","Finland","Temperature change","January","2010","°C","-3.438"
"Temperature change","Finland","Temperature change","January","2011","°C","0.787"
"Temperature change","Finland","Temperature change","January","2012","°C","1.733"
"Temperature change","Finland","Temperature change","January","2013","°C","2.33"
"Temperature change","Finland","Temperature change","February","2000","°C","4.255"
"Temperature change","Finland","Temperature change","February","2001","°C","-0.319"
"Temperature change","Finland","Temperature change","February","2002","°C","5.586"
"Temperature change","Finland","Temperature change","February","2003","°C","3.783"
"Temperature change","Finland","Temperature change","February","2004","°C","2.121"
"Temperature change","Finland","Temperature change","February","2005","°C","2.864"
"Temperature change","Finland","Temperature change","February","2006","°C","-0.49"
"Temperature change","Finland","Temperature change","February","2007","°C","-3.204"
"Temperature change","Finland","Temperature change","February","2008","°C","6.548"
"Temperature change","Finland","Temperature change","February","2009","°C","1.389"
"Temperature change","Finland","Temperature change","February","2010","°C","-2.248"
"Temperature change","Finland","Temperature change","February","2011","°C","-3.83"
"Temperature change","Finland","Temperature change","February","2012","°C","-0.888"
"Temperature change","Finland","Temperature change","February","2013","°C","5.008"
"Temperature change","Finland","Temperature change","March","2000","°C","2.348"
"Temperature change","Finland","Temperature change","March","2001","°C","-1.837"
"Temperature change","Finland","Temperature change","March","2002","°C","2.586"
"Temperature change","Finland","Temperature change","March","2003","°C","3.987"
"Temperature change","Finland","Temperature change","March","2004","°C","2.726"
"Temperature change","Finland","Temperature change","March","2005","°C","-1.654"
"Temperature change","Finland","Temperature change","March","2006","°C","-3.075"
"Temperature change","Finland","Temperature change","March","2007","°C","6.305"
"Temperature change","Finland","Temperature change","March","2008","°C","1.686"
"Temperature change","Finland","Temperature change","March","2009","°C","1.811"
"Temperature change","Finland","Temperature change","March","2010","°C","-0.101"
"Temperature change","Finland","Temperature change","March","2011","°C","2.191"
"Temperature change","Finland","Temperature change","March","2012","°C","3.757"
"Temperature change","Finland","Temperature change","March","2013","°C","-3.441"
"Temperature change","Finland","Temperature change","April","2000","°C","2.557"
"Temperature change","Finland","Temperature change","April","2001","°C","2.293"
"Temperature change","Finland","Temperature change","April","2002","°C","3.185"
"Temperature change","Finland","Temperature change","April","2003","°C","0.415"
"Temperature change","Finland","Temperature change","April","2004","°C","2.21"
"Temperature change","Finland","Temperature change","April","2005","°C","2.251"
"Temperature change","Finland","Temperature change","April","2006","°C","2.337"
"Temperature change","Finland","Temperature change","April","2007","°C","2.687"
"Temperature change","Finland","Temperature change","April","2008","°C","2.106"
"Temperature change","Finland","Temperature change","April","2009","°C","1.361"
"Temperature change","Finland","Temperature change","April","2010","°C","2.603"
"Temperature change","Finland","Temperature change","April","2011","°C","3.734"
"Temperature change","Finland","Temperature change","April","2012","°C","0.666"
"Temperature change","Finland","Temperature change","April","2013","°C","0.862"
"Temperature change","Finland","Temperature change","May","2000","°C","1.616"
"Temperature change","Finland","Temperature change","May","2001","°C","0.151"
"Temperature change","Finland","Temperature change","May","2002","°C","2.527"
"Temperature change","Finland","Temperature change","May","2003","°C","1.827"
"Temperature change","Finland","Temperature change","May","2004","°C","1.221"
"Temperature change","Finland","Temperature change","May","2005","°C","0.632"
"Temperature change","Finland","Temperature change","May","2006","°C","1.79"
"Temperature change","Finland","Temperature change","May","2007","°C","1.372"
"Temperature change","Finland","Temperature change","May","2008","°C","0.584"
"Temperature change","Finland","Temperature change","May","2009","°C","2.66"
"Temperature change","Finland","Temperature change","May","2010","°C","2.985"
"Temperature change","Finland","Temperature change","May","2011","°C","1.602"
"Temperature change","Finland","Temperature change","May","2012","°C","1.556"
"Temperature change","Finland","Temperature change","May","2013","°C","3.998"
"Temperature change","Finland","Temperature change","June","2000","°C","-0.013"
"Temperature change","Finland","Temperature change","June","2001","°C","0.708"
"Temperature change","Finland","Temperature change","June","2002","°C","1.92"
"Temperature change","Finland","Temperature change","June","2003","°C","-1.209"
"Temperature change","Finland","Temperature change","June","2004","°C","-1.044"
"Temperature change","Finland","Temperature change","June","2005","°C","0.422"
"Temperature change","Finland","Temperature change","June","2006","°C","1.4"
"Temperature change","Finland","Temperature change","June","2007","°C","0.387"
"Temperature change","Finland","Temperature change","June","2008","°C","-0.269"
"Temperature change","Finland","Temperature change","June","2009","°C","-0.444"
"Temperature change","Finland","Temperature change","June","2010","°C","-0.676"
"Temperature change","Finland","Temperature change","June","2011","°C","2.353"
"Temperature change","Finland","Temperature change","June","2012","°C","-0.77"
"Temperature change","Finland","Temperature change","June","2013","°C","2.994"
"Temperature change","Finland","Temperature change","July","2000","°C","0.917"
"Temperature change","Finland","Temperature change","July","2001","°C","2.154"
"Temperature change","Finland","Temperature change","July","2002","°C","2.29"
"Temperature change","Finland","Temperature change","July","2003","°C","3.81"
"Temperature change","Finland","Temperature change","July","2004","°C","1.092"
"Temperature change","Finland","Temperature change","July","2005","°C","2.094"
"Temperature change","Finland","Temperature change","July","2006","°C","0.964"
"Temperature change","Finland","Temperature change","July","2007","°C","0.537"
"Temperature change","Finland","Temperature change","July","2008","°C","0.011"
"Temperature change","Finland","Temperature change","July","2009","°C","0.16"
"Temperature change","Finland","Temperature change","July","2010","°C","3.751"
"Temperature change","Finland","Temperature change","July","2011","°C","3.034"
